0,0
1,4955
2,10995
3,18572
4,25840
5,27740
6,31584
7,38963
8,40859
9,43795
10,49387
11,52549
12,53739
13,63488
14,70435
15,77217
16,83224
17,86056
18,90303
19,97020
20,102559
21,104797
22,111765
23,115599
24,117144
25,125030
26,133534
27,135629
28,139778
29,150508
30,152161
31,157619
32,163757
33,173610
34,177906
35,182605
36,186763
37,192321
38,197638
39,204168
40,205340
41,210296
42,219299
43,226080
44,232080
45,235804
46,241581
47,249863
48,251896
49,255451
