11,350
4,30
7,150
23,960
26,1010
20,1316
0,0
29,3005
16,2905
8,3904
10,4505
22,5058
5,6037
27,5940
17,7367
33,8531
30,8542
19,10539
34,10814
35,13800
9,14077
36,15463
15,16328
1,19258
37,18319
39,23586
31,21321
38,21235
18,24498
14,26058
40,27059
13,29065
21,31115
3,33290
42,31965
6,36412
44,38696
43,37033
2,40558
45,42420
24,42941
25,43983
47,49727
46,45985
48,51760
41,48447
12,53187
32,55017
49,58239
28,58150
