0,0
11,4455
23,5095
7,7490
4,9586
26,10436
20,12881
16,15369
29,17601
8,20354
10,23240
22,25852
5,30586
27,33380
17,38079
30,41726
33,47084
19,52130
34,56969
9,62968
35,67310
15,72518
36,77525
1,84883
37,89173
31,94840
38,100678
18,108258
39,113975
14,116447
40,121979
13,128335
21,134932
3,142850
42,148218
6,156849
43,162428
2,170528
44,176055
24,180829
45,187715
25,194542
46,202046
41,210628
47,219381
12,223214
48,231213
32,235618
49,244671
28,252217
